Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
4636538,56,4,single,rented,no,4,10,0
2489299,22,2,single,rented,no,2,11,0
5705605,28,5,single,rented,yes,5,11,0
6184989,37,18,single,rented,no,5,10,0
5978301,73,7,single,rented,yes,7,11,0
2453544,47,10,single,rented,no,5,14,0
589411,73,14,single,rented,yes,12,12,0
7321831,46,8,single,rented,no,6,11,0
7977107,59,15,single,rented,no,8,12,0
7566971,59,10,single,rented,no,7,12,0
5626095,71,14,married,rented,no,5,10,0
3917443,27,4,single,rented,no,4,13,0
2909945,59,10,single,rented,no,8,14,0
4932490,25,8,single,rented,yes,8,10,0
2628971,30,19,single,rented,no,7,14,0
2556533,47,14,single,rented,yes,3,11,0
2949086,42,1,single,rented,no,1,10,0
2442525,54,18,single,norent_noown,no,4,14,0
6520687,63,7,single,norent_noown,no,5,10,0
7642419,39,12,married,rented,no,12,10,0
4613553,27,13,single,owned,no,13,10,0
8249799,42,19,single,rented,no,12,10,0
4631897,73,4,married,rented,yes,4,14,0
6626617,21,16,single,rented,no,9,13,0
6193538,73,10,single,rented,no,10,11,0
9744621,72,14,single,rented,no,11,12,0
713017,40,17,single,rented,yes,5,10,0
431500,51,10,single,rented,yes,10,11,0
5975878,56,17,married,rented,no,6,11,0
8817634,22,1,single,rented,no,1,14,0
911628,76,0,single,rented,no,0,14,0
2304265,78,12,single,rented,no,10,12,0
2309585,31,7,married,rented,no,7,10,0
8897791,71,16,single,rented,yes,3,10,0
3078173,59,12,single,rented,yes,9,10,0
9733213,59,14,single,rented,no,14,14,0
333219,63,1,married,rented,no,1,12,0
9071461,63,18,married,rented,yes,8,13,0
6253045,75,7,single,rented,no,7,11,0
8709947,50,19,single,rented,no,4,13,0
8329200,29,14,single,rented,no,6,12,0
3417564,52,18,single,rented,no,10,14,0
271512,54,5,single,owned,yes,5,14,0
3959539,38,0,single,norent_noown,no,0,14,0
552671,76,17,single,rented,yes,13,11,0
4620331,77,17,married,rented,no,12,12,0
5725424,73,17,single,rented,no,5,12,0
2386962,43,1,single,owned,no,1,14,0
3393343,39,2,single,rented,yes,2,13,0
996901,68,9,married,rented,no,6,13,0
479548,43,7,single,rented,no,3,10,0
8059284,72,1,single,rented,yes,1,13,0
733276,30,9,single,rented,yes,3,14,0
6176694,66,10,single,rented,no,7,14,0
4110405,22,4,single,rented,yes,4,10,0
1784853,64,20,married,rented,yes,5,14,0
5360758,50,15,married,rented,yes,6,11,0
9971347,77,19,single,owned,yes,4,14,0
66912,27,10,married,rented,no,10,14,0
3058911,77,0,single,rented,no,0,10,0
9735655,57,2,single,rented,no,2,13,0
6944541,63,12,single,rented,yes,11,11,0
7779778,27,11,single,rented,no,8,12,0
8435296,38,11,single,rented,no,3,10,0
2197462,70,5,single,rented,no,5,11,0
353654,44,18,single,owned,no,9,10,0
7537859,61,8,single,rented,no,8,11,0
8553255,53,12,single,norent_noown,no,12,10,0
4275801,78,8,married,rented,yes,3,11,0
4750625,21,8,single,rented,yes,4,13,0
3671933,78,18,single,rented,no,12,12,0
3640062,37,10,single,rented,no,10,13,0
3599124,47,2,single,rented,yes,2,14,0
1812300,29,19,single,rented,no,11,14,0
585611,31,2,single,rented,no,2,10,0
9122234,60,11,single,rented,no,8,13,0
2729670,23,10,single,rented,no,10,13,0
6491605,24,15,single,rented,no,14,12,0
6604073,36,18,single,rented,yes,4,12,0
1435004,50,2,single,rented,yes,2,14,0
4244135,30,9,single,rented,no,9,10,0
5627580,33,2,single,rented,yes,2,13,0
3033225,71,2,single,rented,no,2,14,0
7686186,69,15,single,owned,yes,4,13,0
6533246,41,11,single,rented,no,4,14,0
3755934,41,12,single,rented,no,3,10,0
2879238,57,1,single,rented,no,1,14,0
3098010,77,15,single,rented,yes,14,10,0
439745,66,4,married,rented,no,4,12,0
3714943,36,12,single,rented,no,8,12,0
9787088,30,19,single,rented,no,8,14,0
2307941,32,18,single,norent_noown,no,13,10,0
1429501,71,2,single,rented,no,2,10,0
61638,54,11,single,rented,no,8,11,0
681915,24,16,single,rented,no,9,10,0
1020342,37,14,single,rented,no,9,11,0
7954133,31,7,single,rented,yes,4,12,0
373596,60,16,single,rented,no,14,12,0
4380994,35,10,single,rented,yes,4,14,0
8906336,69,18,married,rented,yes,13,11,0
9508412,36,0,single,rented,no,0,10,0
9297948,33,11,single,rented,yes,8,11,0
8939837,40,8,single,rented,no,5,11,0
739809,55,4,single,rented,no,4,12,0
7692135,40,1,single,rented,yes,1,12,0
4151262,40,12,single,rented,yes,11,11,0
2389351,62,5,single,norent_noown,no,5,14,0
3169625,33,6,single,rented,no,6,14,0
4837156,22,10,single,rented,yes,9,10,0
2648533,27,20,single,rented,no,5,11,0
446041,67,19,single,rented,no,11,13,0
7331180,56,5,single,rented,no,4,14,0
601404,47,20,single,rented,no,8,10,0
5613620,35,12,single,rented,no,3,12,0
2844373,28,3,single,rented,no,3,11,0
8461353,33,2,single,rented,no,2,13,0
8497267,65,6,single,rented,no,6,12,0
7392946,33,12,single,rented,no,8,10,0
7834876,26,9,married,rented,no,9,14,0
951589,66,12,single,rented,yes,3,12,0
4258515,55,1,single,rented,yes,1,12,0
5295940,21,20,single,rented,no,4,14,0
1647289,58,10,single,rented,no,10,11,0
1821163,44,10,single,rented,no,10,10,0
7267896,65,16,single,rented,no,11,10,0
2647648,33,7,single,rented,no,7,11,0
5695731,32,10,single,rented,no,9,11,0
7283454,74,5,married,rented,no,5,11,0
170128,29,17,single,rented,no,12,12,0
6384060,26,14,single,owned,no,5,11,0
8293745,60,12,married,rented,no,12,10,0
3854933,59,10,married,rented,yes,5,11,0
7373046,79,18,single,norent_noown,no,9,10,0
8331889,63,0,single,rented,no,0,11,0
2831745,51,16,single,owned,no,8,13,0
7530333,67,19,single,rented,no,4,10,0
1669120,77,19,single,rented,yes,9,10,0
6878862,67,11,single,rented,no,8,11,0
3455508,34,6,single,rented,no,6,10,0
5040214,29,7,single,rented,no,3,11,0
203588,49,18,single,rented,no,5,10,0
5533812,61,13,single,owned,yes,10,11,0
1420282,47,15,single,rented,yes,14,14,0
496449,44,12,single,rented,no,10,10,0
6938459,42,16,single,rented,no,11,11,0
6778173,58,0,single,rented,no,0,11,0
2813026,68,17,single,rented,yes,5,14,0
3816048,55,1,single,rented,no,1,14,0
5197016,28,6,single,rented,yes,6,11,0
7192065,61,11,married,rented,no,11,14,0
3972501,48,0,single,rented,yes,0,14,0
8284308,51,3,single,owned,no,3,12,0
9513619,76,2,single,rented,no,2,14,0
543441,39,14,single,rented,yes,11,11,0
16896,56,20,married,rented,no,7,12,0
6474681,31,6,single,rented,no,6,10,0
9264506,60,7,single,rented,yes,7,12,0
3728026,48,17,single,rented,yes,11,12,0
6373332,40,1,single,rented,yes,1,12,0
8526672,32,18,single,rented,no,6,14,0
2072765,34,4,married,rented,no,4,14,0
3204106,27,17,single,rented,no,7,12,0
9222965,77,3,single,rented,no,3,10,0
5732142,25,2,single,rented,no,2,11,0
2681565,46,11,single,rented,no,11,14,0
8475829,54,17,married,rented,no,9,11,0
2449147,42,3,married,rented,no,3,12,0
6368882,46,7,single,rented,no,3,10,0
7201729,22,19,single,rented,no,4,12,0
667366,26,8,single,rented,yes,8,13,0
7450859,57,17,single,rented,yes,7,14,0
4646074,77,16,single,rented,no,6,13,0
9232506,75,2,single,rented,no,2,11,0
9119840,72,0,single,rented,yes,0,11,0
519314,35,19,married,rented,no,5,11,0
2467568,48,5,single,rented,no,5,11,0
7802075,53,18,single,rented,no,7,12,0
413811,78,6,single,rented,yes,6,11,0
9967854,33,9,single,rented,no,5,13,0
3770663,53,5,single,rented,yes,5,12,0
1925567,75,20,single,owned,yes,12,14,0
3391314,27,1,single,owned,no,1,10,0
5867006,21,3,single,rented,no,3,11,0
6134981,49,2,single,rented,yes,2,10,0
8901361,55,12,single,rented,no,6,13,0
6173369,70,17,single,rented,no,14,14,0
1776630,67,5,married,rented,no,5,12,0
9099898,63,13,single,rented,yes,11,13,0
681276,48,19,single,rented,no,13,13,0
3752757,34,2,single,rented,no,2,13,0
8663784,42,9,single,rented,no,9,10,0
2213998,78,11,single,owned,no,11,14,0
6889141,62,13,single,rented,yes,10,13,0
450688,72,7,single,rented,no,7,14,0
5583816,47,4,single,rented,no,4,10,0
84951,48,3,married,rented,yes,3,12,0
7084312,72,19,single,rented,no,4,14,0
6865993,48,19,single,rented,no,8,13,0
5542629,22,16,single,rented,no,3,13,0
5346934,51,19,single,rented,no,8,13,0
7470480,26,0,single,rented,no,0,14,0
7168742,65,14,single,rented,no,14,10,0
7596972,23,4,single,norent_noown,yes,4,12,0
4403214,50,19,single,rented,no,4,12,0
9901401,43,14,single,rented,yes,3,11,0
5839982,60,15,single,rented,no,11,11,0
2755203,64,15,single,rented,no,11,12,0
6551671,23,20,married,rented,no,8,12,0
8689824,45,4,single,rented,no,3,10,0
7239452,62,18,single,rented,yes,5,13,0
4313468,35,10,married,rented,no,6,11,0
5543622,77,14,single,owned,yes,4,10,0
8853692,48,15,single,rented,yes,7,14,0
1297490,77,10,married,rented,no,7,14,0
6913338,61,16,single,rented,yes,11,14,0
2003507,61,5,single,rented,no,3,10,0
3512152,35,3,single,norent_noown,yes,3,13,0
3747330,38,12,single,rented,no,9,14,0
2955113,58,6,single,rented,no,5,12,0
6588136,27,7,single,rented,no,6,10,0
1647748,78,6,married,rented,yes,6,12,0
7533165,27,19,single,rented,yes,8,12,0
3994234,72,18,single,rented,no,4,13,0
5384499,44,2,married,owned,yes,2,13,0
5385174,49,18,single,rented,no,12,12,0
7826695,47,4,single,rented,yes,4,11,0
7581400,28,9,single,rented,no,9,12,0
7037465,60,0,single,rented,no,0,14,0
8892861,26,8,single,rented,yes,4,14,0
1453061,71,16,single,rented,no,7,11,0
4626026,28,8,single,rented,no,8,14,0
9335221,72,15,single,rented,no,4,10,0
5923212,57,2,single,rented,yes,2,11,0
4545844,25,14,single,rented,no,9,11,0
2774442,24,11,married,norent_noown,no,11,14,0
9243461,47,10,single,rented,no,10,12,0
5795495,34,16,single,rented,no,12,14,0
9627469,48,17,married,rented,no,6,14,0
8701440,27,15,married,rented,no,5,13,0
2184898,28,6,single,rented,no,6,10,0
7064604,74,3,single,rented,no,3,12,0
794175,52,1,single,rented,no,1,12,0
8856107,53,20,single,rented,no,8,12,0
3350415,29,9,single,rented,no,6,12,0
8132252,72,7,single,rented,no,6,13,0
1406482,34,7,single,rented,no,7,11,0
3735931,69,15,single,rented,no,14,13,0
4104566,73,11,married,rented,yes,11,11,0
7985754,37,8,single,rented,no,6,14,0
753622,74,18,single,rented,no,10,10,0
4613126,65,18,single,rented,yes,6,11,0
2162632,76,7,single,rented,yes,7,10,0
1151169,78,14,married,rented,yes,13,14,0
9221195,72,12,single,rented,no,12,10,0
2478694,39,0,single,rented,yes,0,13,0
2237433,65,19,single,rented,no,7,12,0
987476,33,17,single,rented,yes,14,12,0
8386323,22,14,single,rented,yes,12,10,0
3506622,30,12,single,rented,no,4,14,0
6510098,42,11,single,rented,no,11,11,0
3497108,27,20,single,rented,no,10,13,0
7655074,22,15,single,rented,no,7,11,0
1970809,61,12,single,rented,no,4,13,0
5462549,50,4,married,rented,no,4,14,0
5465069,59,15,single,rented,yes,3,11,0
9046990,35,12,single,rented,no,3,12,0
4981446,77,10,single,rented,no,10,11,0
9380612,21,12,single,owned,yes,4,13,0
2623596,54,6,single,rented,yes,6,13,0
4660756,78,0,single,rented,yes,0,12,0
5773747,74,19,single,rented,no,14,13,0
8913238,72,14,married,rented,no,5,12,0
7023655,23,0,single,rented,no,0,13,0
8019114,73,17,single,rented,no,9,14,0
9069784,44,18,single,rented,no,13,11,0
4560641,72,7,single,rented,no,7,13,0
9837427,47,10,single,rented,yes,10,13,0
9602188,26,19,single,rented,yes,10,10,0
7312632,53,8,single,rented,no,8,12,0
4654280,49,18,single,rented,yes,11,11,0
7750486,43,10,single,rented,no,10,10,0
4620357,29,10,single,rented,no,5,10,0
1074945,69,16,single,rented,no,11,11,0
9202245,74,16,single,rented,yes,13,12,0
2929735,23,14,single,rented,no,9,12,0
1578007,68,15,single,rented,no,5,14,0
6247448,43,7,single,rented,no,6,11,0
3861206,55,18,single,rented,no,10,11,0
531824,33,1,single,rented,yes,1,14,0
6126820,49,15,single,rented,yes,3,12,0
2704971,62,15,single,rented,no,4,12,0
9472148,55,16,single,rented,no,8,11,0
7741893,32,9,single,owned,yes,9,12,0
7784617,53,7,married,rented,no,6,13,0
6973514,67,20,single,rented,no,4,13,0
8867649,78,1,single,rented,no,1,12,0
7861265,23,18,married,rented,no,13,12,0
2018172,73,15,single,rented,no,3,12,0
3214610,65,19,married,rented,no,4,12,0
6472266,21,2,single,rented,yes,2,11,0
5531777,58,18,single,rented,no,8,11,0
4330847,67,2,single,rented,no,2,14,0
8811537,39,14,single,rented,no,7,10,0
7758655,79,5,single,rented,yes,5,11,0
3373735,44,4,single,rented,yes,4,13,0
828507,44,17,single,rented,no,4,11,0
4137087,25,11,single,rented,yes,11,10,0
430836,33,5,single,rented,no,5,13,0
1171826,44,8,single,rented,no,8,11,0
2637176,68,4,single,rented,no,4,12,0
5122648,62,14,single,rented,yes,4,10,0
4283018,74,13,single,rented,no,3,13,0
5697624,74,2,single,rented,yes,2,10,0
8786565,42,5,single,rented,no,4,12,0
2402518,34,7,single,rented,yes,4,11,0
7896776,26,12,single,rented,no,9,14,0
3651865,76,0,married,rented,no,0,11,0
4270229,73,5,single,rented,no,5,11,0
6845511,78,14,single,rented,no,4,12,0
9726951,72,11,single,rented,no,6,13,0
9840303,24,4,single,owned,no,4,11,0
4960308,76,7,single,rented,no,6,14,0
8309631,78,16,single,rented,yes,4,14,0
9240885,49,19,single,rented,yes,14,13,0
548714,41,11,single,rented,no,11,11,0
4950300,66,20,single,rented,no,4,11,0
5537804,77,2,single,rented,no,2,13,0
5005660,23,1,single,rented,no,1,14,0
8688770,78,3,single,rented,yes,3,11,0
2806082,76,10,single,owned,no,10,14,0
1629140,33,7,single,rented,no,7,13,0
2860021,23,17,single,norent_noown,no,11,13,0
6202575,55,8,single,rented,yes,8,13,0
8588790,53,3,single,rented,yes,3,14,0
6039519,77,14,single,rented,no,6,11,0
8753453,52,14,single,rented,no,7,11,0
6303559,40,0,single,rented,yes,0,14,0
4552514,32,10,married,rented,yes,10,11,0
316356,57,10,single,rented,no,10,13,0
7306045,52,7,single,rented,no,7,11,0
9975789,25,17,single,rented,yes,10,12,0
9094813,52,16,single,rented,no,14,11,0
4528558,75,2,single,rented,yes,2,10,0
5356329,48,18,single,norent_noown,no,10,13,0
7571507,74,17,single,rented,no,3,12,0
6598797,60,18,married,rented,no,4,11,0
158353,54,15,single,rented,no,10,14,0
8229070,38,7,single,rented,yes,7,10,0
5156318,72,4,single,rented,no,4,14,0
6646287,47,3,single,rented,no,3,10,0
5856930,36,19,married,rented,yes,11,10,0
7932170,66,4,single,rented,no,4,12,0
3853423,75,12,single,rented,no,12,10,0
3182325,75,15,single,rented,no,7,13,0
9390552,60,7,single,rented,yes,7,12,0
8953899,75,17,single,rented,no,7,11,0
8822942,65,13,single,owned,no,8,12,0
8502580,66,5,single,rented,yes,5,10,0
569103,35,20,single,rented,yes,3,14,0
1999332,56,1,single,rented,no,1,10,0
3054126,65,19,single,owned,yes,11,14,0
5753312,48,5,single,rented,yes,5,13,0
2400773,25,5,single,rented,no,5,14,0
1673702,69,5,single,rented,no,5,14,0
8165921,51,20,single,rented,no,11,14,0
2711008,50,1,single,norent_noown,no,1,12,0
1902407,68,11,single,rented,no,11,10,0
6034467,33,7,single,owned,no,3,11,0
8759218,77,4,single,rented,no,4,13,0
378524,62,11,single,rented,yes,4,14,0
5310074,29,4,single,rented,no,4,11,0
357702,76,6,single,owned,no,3,13,0
6758342,33,3,single,rented,no,3,11,0
9804227,60,11,single,rented,no,8,11,0
8623686,27,5,single,rented,no,5,11,0
6593030,78,15,single,rented,no,11,12,0
5284075,50,16,single,rented,yes,11,13,0
384955,74,20,single,rented,no,9,13,0
6598959,38,14,single,rented,no,11,11,0
330349,63,9,single,rented,no,4,10,0
7461869,51,10,single,rented,yes,10,10,0
4181786,51,12,single,norent_noown,yes,4,13,0
8947393,68,1,single,rented,yes,1,10,0
9652233,65,13,single,rented,no,12,14,0
3909537,30,6,single,rented,no,4,14,0
8162332,74,9,single,rented,no,6,10,0
7631011,39,19,married,rented,no,12,10,0
1380488,37,0,single,rented,yes,0,13,0
962072,25,14,single,rented,yes,4,11,0
4080051,57,11,single,rented,yes,4,14,0
7906410,60,8,single,rented,no,8,11,0
7637007,48,17,single,rented,no,4,12,0
2393887,40,13,single,rented,no,11,14,0
2495998,57,9,single,rented,no,9,13,0
5692327,45,4,single,rented,yes,3,10,0
5110841,47,7,single,rented,no,4,13,0
1599131,68,4,married,owned,no,4,11,0
2827715,23,1,single,rented,no,1,14,0
3245048,38,8,single,rented,yes,8,13,0
6536145,39,0,single,owned,no,0,11,0
729340,57,13,single,rented,no,13,10,0
5157518,23,6,single,rented,no,6,14,0
3321237,53,20,single,rented,no,13,11,0
9511802,55,10,single,rented,yes,4,14,0
4581003,33,14,single,rented,no,4,13,0
3169984,29,1,single,rented,no,1,11,0
4349239,57,5,single,rented,no,5,13,0
9841721,58,19,single,rented,no,9,12,0
9317664,62,8,single,rented,yes,8,12,0
2082678,27,2,single,rented,no,2,10,0
7377482,31,5,single,rented,yes,5,10,0
7891332,55,8,single,rented,no,5,10,0
2326366,60,15,single,rented,yes,11,10,0
4925097,69,9,single,rented,no,9,12,0
2984988,70,7,single,rented,yes,7,13,0
754974,32,9,single,rented,no,9,13,0
8158874,39,10,married,rented,no,5,14,0
7915651,64,8,single,rented,no,3,12,0
1065147,56,3,single,rented,no,3,10,0
554641,71,20,single,rented,yes,8,10,0
5910401,68,14,single,rented,yes,14,10,0
8121180,78,17,single,rented,no,3,10,0
3134138,22,14,single,rented,no,8,13,0
5891297,51,9,single,rented,no,9,10,0
7982817,60,6,single,rented,yes,5,14,0
9241052,69,2,single,rented,yes,2,13,0
612912,66,15,single,rented,no,14,12,0
7767363,22,16,single,rented,no,3,14,0
2113388,51,17,married,rented,no,13,14,0
4792051,42,18,single,owned,no,14,13,0
9260693,56,8,married,rented,yes,7,10,0
1158811,63,16,single,rented,no,5,13,0
4803487,63,13,single,rented,yes,12,13,0
7360578,26,6,married,rented,yes,6,10,0
2030566,42,8,single,rented,no,4,14,0
5963291,41,13,single,rented,no,5,10,0
5021070,47,20,single,rented,no,7,10,0
5187890,62,17,single,rented,no,8,10,0
3720964,26,12,single,rented,no,11,13,0
848202,56,12,single,rented,yes,12,12,0
456398,74,17,single,rented,yes,7,14,0
2928073,54,13,single,rented,no,13,14,0
2544949,39,15,single,rented,no,10,13,0
6940796,46,17,single,rented,no,9,11,0
2743131,47,2,single,rented,no,2,14,0
2145278,47,9,single,rented,yes,8,10,0
6006286,55,5,single,rented,yes,3,13,0
1475128,33,4,single,rented,yes,4,10,0
4812262,62,3,single,owned,no,3,13,0
5977613,71,14,single,rented,yes,4,12,0
9361569,64,9,single,rented,no,9,10,0
997838,62,5,single,rented,no,3,13,0
3425481,62,14,single,rented,yes,12,12,0
5495682,33,3,single,rented,no,3,12,0
4435181,25,19,single,rented,no,12,13,0
6003357,48,9,single,rented,no,9,11,0
2822929,29,5,single,rented,yes,5,10,0
8018694,37,16,single,rented,yes,10,13,0
6866088,68,19,married,rented,yes,10,13,0
1296942,26,13,married,norent_noown,no,5,11,0
1294095,47,9,single,owned,no,8,14,0
7089126,76,14,single,rented,no,5,12,0
4566497,61,1,single,rented,no,1,10,0
5554480,25,19,single,rented,yes,12,10,0
6244382,58,10,single,rented,no,4,10,0
7195430,31,7,single,rented,no,7,12,0
6879127,26,12,single,rented,no,3,12,0
1739250,29,3,single,rented,no,3,11,0
3564477,58,19,single,rented,no,10,10,0
4006235,74,11,single,rented,no,3,13,0
1917641,48,3,single,rented,yes,3,14,0
3316589,76,6,single,rented,no,3,14,0
582273,64,14,single,rented,no,3,13,0
21831,26,14,single,rented,yes,5,10,0
9685379,23,4,single,rented,no,4,13,0
5347851,73,18,single,rented,no,8,10,0
5377559,37,1,single,rented,no,1,11,0
1905150,71,1,single,rented,no,1,11,0
6670570,77,5,single,rented,no,4,10,0
7273604,27,9,single,rented,yes,9,14,0
6815932,77,6,single,rented,yes,6,14,0
4028229,46,17,single,rented,no,5,12,0
3879880,49,10,single,rented,no,10,12,0
9899126,68,2,single,rented,no,2,12,0
7141845,69,13,single,rented,no,13,10,0
5682930,56,16,single,rented,no,8,14,0
110031,34,4,single,rented,no,4,13,0
7936046,35,11,single,rented,yes,10,14,0
7282131,28,19,single,rented,no,13,11,0
6912450,23,17,single,rented,no,10,14,0
1314166,58,17,single,rented,no,10,10,0
6374359,30,14,single,rented,yes,6,13,0
2175504,72,14,single,rented,no,11,11,0
7232098,79,19,single,rented,yes,10,10,0
3748391,38,14,single,owned,no,10,10,0
8306358,47,15,single,rented,no,14,12,0
7174895,28,2,single,rented,no,2,14,0
91876,69,2,single,rented,no,2,13,0
5108631,30,2,single,rented,no,2,10,0
3983496,76,1,single,rented,no,1,12,0
2073253,37,14,single,rented,no,3,10,0
3498172,72,1,single,rented,no,1,11,0
9589262,43,13,single,rented,no,4,10,0
12902,23,12,single,rented,no,8,12,0
1600707,39,4,single,rented,no,4,12,0
3727264,30,15,single,owned,no,10,10,0
9934332,76,7,single,rented,no,7,14,0
3603703,75,2,single,owned,no,2,12,0
801797,45,16,single,rented,no,10,14,0
5920246,75,13,single,rented,yes,13,13,0
8039588,41,2,single,rented,no,2,11,0
9181312,31,5,single,rented,no,5,13,0
5253114,50,7,single,owned,no,7,11,0
1116752,26,10,single,rented,yes,3,11,0
4280751,38,12,single,rented,no,8,11,0
347356,76,7,single,rented,no,6,11,0
2775071,59,19,single,rented,no,4,12,0
6269156,66,6,single,rented,no,6,12,0
7721477,63,1,single,rented,no,1,10,0
9757979,53,18,single,rented,no,12,10,0
4631758,63,1,single,owned,no,1,11,0
267701,65,19,single,rented,yes,9,13,0
2478859,57,3,single,rented,no,3,13,0
7410201,57,8,single,rented,no,5,12,0
1623798,44,14,single,rented,no,5,13,0
5998522,44,1,single,rented,no,1,10,0
2546609,41,6,single,rented,no,6,13,0
6719153,41,7,single,rented,no,7,12,0
4448630,39,3,single,rented,no,3,14,0
3679043,60,5,single,rented,no,3,12,0
6831818,21,0,single,rented,no,0,13,0
1178782,69,15,single,rented,no,5,13,0
3791460,22,15,single,rented,no,7,14,0
1232057,28,10,single,owned,no,7,13,0
6963857,24,11,single,norent_noown,yes,7,10,0
5258493,38,8,single,rented,no,6,12,0
2152214,50,14,single,rented,yes,7,13,0
4035806,40,12,single,rented,no,12,12,0
2547728,33,7,single,rented,yes,7,13,0
3065180,59,5,single,rented,no,5,11,0
3023559,65,16,married,rented,yes,8,10,0
5273020,29,1,married,rented,no,1,14,0
7026123,59,19,single,rented,yes,4,10,0
6641767,35,1,married,rented,no,1,10,0
9438795,62,14,single,rented,no,10,11,0
7479878,55,8,married,rented,no,8,14,0
9791163,54,18,single,rented,yes,11,14,0
9306411,66,16,single,rented,no,3,10,0
4298524,38,6,married,rented,yes,4,10,0
2149916,73,5,single,rented,yes,5,13,0
6302308,35,19,married,rented,no,12,10,0
2307412,57,7,single,rented,no,5,14,0
2566021,39,17,married,rented,no,3,10,0
9312068,23,0,single,rented,no,0,11,0
2087335,27,1,single,rented,yes,1,12,0
3573044,52,17,single,rented,yes,8,12,0
1389018,55,18,single,rented,no,9,11,0
13429,25,18,single,rented,yes,13,11,0
74741,59,14,single,rented,yes,6,11,0
2474838,64,9,single,rented,no,8,10,0
4386483,37,0,single,rented,no,0,11,0
7441117,51,4,single,rented,no,4,13,0
8280318,60,5,single,rented,no,5,11,0
1731271,44,20,single,rented,no,8,12,0
9370159,76,4,single,rented,yes,4,14,0
731152,67,4,single,rented,yes,4,13,0
3835205,45,11,single,norent_noown,no,5,12,0
3167636,43,10,single,rented,no,10,10,0
6859181,37,6,married,rented,no,3,14,0
6798278,67,15,single,rented,no,9,10,0
8108984,37,16,single,rented,no,7,10,0
380853,71,16,married,rented,no,6,10,0
2625246,30,19,single,rented,yes,7,12,0
5125951,56,10,single,rented,yes,7,13,0
2139734,75,8,single,rented,yes,4,11,0
415305,65,4,single,rented,no,4,13,0
6326936,70,20,single,rented,no,14,14,0
283812,77,20,single,owned,no,10,10,0
1695876,58,6,single,rented,yes,6,13,0
4559963,57,7,single,rented,yes,7,10,0
6543150,29,19,single,rented,yes,8,11,0
7128746,79,4,single,rented,no,4,11,0
750772,26,13,single,rented,no,5,12,0
7320325,42,3,single,owned,no,3,13,0
2703393,34,17,single,norent_noown,no,13,13,0
4032575,50,8,single,rented,no,8,11,0
1200485,63,16,single,owned,no,4,14,0
2090531,71,7,married,rented,no,3,12,0
1694660,68,19,married,rented,yes,4,11,0
2537374,45,6,single,rented,yes,3,10,0
6354276,69,11,single,rented,yes,5,12,0
9664401,25,9,single,rented,no,6,14,0
4058831,68,10,single,rented,no,4,10,0
3315193,64,16,single,rented,no,6,12,0
8724013,79,19,single,rented,no,13,12,0
8400754,26,13,single,rented,yes,13,13,0
4558531,41,18,single,rented,yes,6,14,0
3518281,66,11,single,rented,no,7,12,0
1703403,22,1,single,rented,no,1,10,0
4334154,78,1,single,rented,no,1,13,0
2313571,73,16,single,rented,yes,7,14,0
3593774,57,11,single,rented,no,11,11,0
2653051,37,2,single,rented,yes,2,11,0
7347926,66,7,single,rented,no,6,12,0
985060,71,10,single,owned,yes,8,13,0
3049594,40,17,married,rented,yes,7,11,0
6716124,49,0,single,rented,no,0,12,0
6058793,45,0,single,rented,no,0,12,0
3568477,68,15,single,rented,no,5,13,0
7444228,43,16,single,rented,no,3,13,0
2577341,48,7,single,rented,yes,7,11,0
6840395,40,19,single,rented,yes,9,12,0
1770158,39,2,single,rented,no,2,10,0
2124447,65,1,single,rented,no,1,10,0
4245860,34,3,single,rented,no,3,11,0
7781258,72,9,single,rented,no,9,11,0
2604480,26,16,single,rented,no,9,12,0
8800769,29,4,single,rented,no,4,12,0
7932088,41,20,married,rented,no,5,11,0
383685,58,4,single,rented,no,4,10,0
1398424,72,4,single,rented,no,4,12,0
6702307,62,4,single,rented,no,4,13,0
587478,44,0,single,rented,no,0,14,0
7009156,36,20,married,rented,no,10,12,0
7151565,58,13,married,rented,no,13,12,0
3929741,61,6,single,rented,yes,6,10,0
4950428,49,18,single,rented,no,13,11,0
7822211,37,17,single,rented,no,7,14,0
8075181,21,12,single,rented,no,7,14,0
5795557,52,13,single,rented,no,5,13,0
7509022,75,7,single,rented,no,7,12,0
6254644,69,11,single,rented,yes,7,10,0
8055788,75,17,single,rented,no,11,11,0
9604465,45,12,married,rented,yes,6,12,0
9493943,43,4,single,rented,no,4,11,0
3022992,68,5,single,rented,no,5,14,0
209067,66,17,single,rented,no,3,12,0
246678,68,15,single,rented,no,8,14,0
1747153,75,3,single,rented,no,3,14,0
7961910,45,19,married,rented,no,14,13,0
9791269,51,7,single,rented,no,6,10,0
8007036,56,14,single,owned,no,4,13,0
8407932,26,14,single,rented,yes,6,11,0
3835611,22,13,single,rented,no,10,14,0
2450562,21,5,single,rented,yes,5,11,0
6926537,59,18,single,rented,no,6,13,0
5478075,42,12,single,rented,no,7,13,0
8803350,26,6,single,rented,no,5,10,0
5144485,55,4,single,rented,no,4,13,0
4665440,59,5,single,rented,no,5,11,0
5460592,53,12,single,rented,no,4,10,0
228774,60,10,single,rented,yes,6,12,0
1526173,35,19,single,rented,yes,13,14,0
9287205,68,9,single,norent_noown,no,8,11,0
1969474,65,12,single,rented,no,12,12,0
